0279fc,192.168.23.1,GET,http://192.168.23.10/lyra/web/app_dev.php/api/resources/jrv/,1586535869,,200
f25d13,192.168.23.1,GET,http://192.168.23.10/lyra/web/app_dev.php/api/resources/jrv/,1586535872,,200
8cb702,192.168.23.1,GET,http://192.168.23.10/lyra/web/app_dev.php/api/resources/jrv/,1586535897,,200
40e944,192.168.23.1,GET,http://192.168.23.10/lyra/web/app_dev.php/api/resources/voting-centers/,1586535920,,200
bf96c2,192.168.23.1,GET,http://192.168.23.10/lyra/web/app_dev.php/api/resources/voting-centers/,1586535923,,200
14a8db,192.168.23.1,GET,http://192.168.23.10/lyra/web/app_dev.php/api/resources/jrv/,1586535925,,200
1c4ac4,192.168.23.1,GET,http://192.168.23.10/lyra/web/app_dev.php/api/resources/voting-centers/,1586535926,,200
5edd67,192.168.23.1,GET,http://192.168.23.10/lyra/web/app_dev.php/,1586535951,,302
debbf2,192.168.23.1,GET,http://192.168.23.10/lyra/web/app_dev.php/login,1586535951,,200
2e3300,192.168.23.1,GET,http://192.168.23.10/lyra/web/app_dev.php/login,1586535989,,200
caee91,192.168.23.1,GET,http://192.168.23.10/lyra/web/app_dev.php/login,1586536009,,200
ce52de,192.168.23.1,POST,http://192.168.23.10/lyra/web/app_dev.php/login_check,1586536020,,302
9f408d,192.168.23.1,GET,http://192.168.23.10/lyra/web/app_dev.php/,1586536020,,200
a30ffa,192.168.23.1,GET,http://192.168.23.10/lyra/web/app_dev.php/favicon.ico,1586536021,b1bd08,200
b1bd08,192.168.23.1,GET,http://192.168.23.10/lyra/web/app_dev.php/favicon.ico,1586536021,,404
96cc1f,192.168.23.1,GET,http://192.168.23.10/lyra/web/app_dev.php/logout,1586536023,,302
210a4e,192.168.23.1,GET,http://192.168.23.10/lyra/web/app_dev.php/,1586536023,,302
f04a57,192.168.23.1,GET,http://192.168.23.10/lyra/web/app_dev.php/login,1586536023,,200
456f40,192.168.23.1,GET,http://192.168.23.10/lyra/web/app_dev.php/api/resources/jrv/,1586536026,,200
00cef1,192.168.23.1,GET,http://192.168.23.10/lyra/web/app_dev.php/api/resources/jrv/,1586536027,,200
340689,192.168.23.1,GET,http://192.168.23.10/lyra/web/app_dev.php/api/resources/jrv/,1586536027,,200
d66750,192.168.23.1,GET,http://192.168.23.10/lyra/web/app_dev.php/api/resources/jrv/,1586536027,,200
22b1d2,192.168.23.1,GET,http://192.168.23.10/lyra/web/app_dev.php/api/resources/jrv/,1586536027,,200
cf337c,192.168.23.1,POST,http://192.168.23.10/lyra/web/app_dev.php/login_check,1586536036,,302
6775d8,192.168.23.1,GET,http://192.168.23.10/lyra/web/app_dev.php/,1586536036,,200
cbb0f0,192.168.23.1,GET,http://192.168.23.10/lyra/web/app_dev.php/agregar-acta-presidencial/,1586536037,,200
8a09bb,192.168.23.1,GET,http://192.168.23.10/lyra/web/app_dev.php/obtener-jrv-sector-electoral/?sectorid=2,1586536040,,200
9eab3d,192.168.23.1,GET,http://192.168.23.10/lyra/web/app_dev.php/obtener-jrv-sector-electoral/?sectorid=4,1586536044,,200
301677,192.168.23.1,GET,http://192.168.23.10/lyra/web/app_dev.php/api/resources/jrv/,1586536112,,200
0b596e,192.168.23.1,GET,http://192.168.23.10/lyra/web/app_dev.php/logout,1586536114,,302
cb477e,192.168.23.1,GET,http://192.168.23.10/lyra/web/app_dev.php/,1586536114,,302
b9f5c3,192.168.23.1,GET,http://192.168.23.10/lyra/web/app_dev.php/login,1586536114,,200
42ef88,192.168.23.1,GET,http://192.168.23.10/lyra/web/app_dev.php/api/resources/jrv/,1586536116,,200
407975,192.168.23.1,GET,http://192.168.23.10/lyra/web/app_dev.php/api/resources/jrv/,1586536160,,200
